	movie_id	character	title	agent_verbs	patient_verbs	attributes	religion	age	Gender	title_embeddings
3252	26868913	Rai								
3253	32567844	Mon				['wife']				
3254	32567844	Ponnapa	stewardess		['set']					
3255	32567844	Chai	stewardess specialist			['shrine']				
3256	32567844	Kij				['daughter']				
3257	32567844	Sadayu	specialist stewardess			['shrine']				
3258	14171052	Marta				['wife']				
3259	14171052	Bela Karolyi								
3260	12752776	Lester		['grabs']		['husband']			M	
3261	25104271	John		['setting']	['rescue']					
3262	23576946	Victoria				['screams', 'wife', 'freeing']				
3263	23576946	Arkin	handyman	['fights', 'begs', 'find', 'hears', 'finds', 'heads', 'attempts', 'lures', 'tries', 'returns', 'frees', 'taunts', 'survives', 'plans', 'meets', 'gets', 'flees', 'prepares', 'breaks', 'this']	['begs', 'find', 'kill', 'heard', 'leave', 'escape', 'tells', 'takes', 'loaded', 'run', 'grabs']	['Thinking', 'torturing', 'ex-con', 'determined', 'figure']			M	
3264	29288654	Nellie		['have']	['leaving']	['beau', 'beautiful', 'heart']				
3265	29288654	Wilfred Denver		['hits', 'unable', 'lays', 'flees', 'have']	['provide', 'urges', 'drown', 'gets']	['recklessness']				
3266	36372501	Suhiyat		['come', 'sneaks', 'escape', 'poses', 'feel', 'finds', 'marries']	['sent', 'tells', 'manage']	['man']				
3267	36372501	Surati		['refuses', 'escape', 'are', 'befriends']	['marry', 'kidnap', 'marries', 'finds']	['loss', 'named']				
3268	36372501	Rasmina		['pays', 'tells', 'appears', 'marries', 'feeling']	['named', 'loved']					
3269	36372501	Karta		['loved']	['marries']					
3270	1369204	Carlota		['returns']	['appeal']	['wife']				
3271	1369204	Maximillian		['offers']						
3272	7954624	David		['knows']	['marry']					
3273	7954624	Lily Conover		['changed', 'follows', 'falls', 'takes']	['prevent', 'harm', 'discovered']	['intoxicated']				
3274	26367955	Yvan		['refuses', 'descends', 'learns']	['accept']	['father']				
3275	26367955	Claudia				['mother']				
3276	3447732	Martha			['look', 'turn']					
3277	3447732	George Wilson		['make', 'explains', 'search', 'irritated']	['host', 'chosen']	['coins', 'house']				
3278	4457586	Virender Sinha		['dead', 'takes']	['kill']	['scene', 'son', 'brother', 'wife', 'gang']			M	
3279	1464962	John Tanner	journalist	['introduces', 'has', 'asks', 'used', 'arrest', 'confronts', 'tries', 'met', 'had', 'tells', 'agrees']	['kill', 'believes', 'attack', 'taunts', 'tells']	['critical', 'television', 'son', 'home', 'journalist', 'friends', 'RV']			M	
3280	1464962	Ali		['driving', 'end']		['wife']				
3281	543433	Nelson			['married']					
3282	543433	Marla Hooch		['married', 'homely']					F	
3283	543433	Jimmy Dugan		['discovers', 'pulls', 'takes']	['married']				M	
3284	543433	Bob			['married']	['husband']				
3285	4608760	Marcos Hernández		['distracted', 'leaves', 'prefer', 'buries', 'seems', 'has', 'claims', 'learns', 'shown', 'reveals', 'stands', 'go', 'take', 'continues', 'tells', 'stalls', 'visits']	['agree', 'joined', 'follows', 'hobble', 'aroused', 'advises', 'turn', 'invites']	['state', 'son', 'despondent']				
3286	4608760	Berta		['demands']	['go', 'tells', 'allow']	['upset', 'wife']				
3287	10395300	Lydia Kenyon								
3288	10395300	Jim Blake	lawyer							
3289	2028217	Nikki Grace	actress	['bounds', 'enters', 'finds', 'denies', 'celebrate', 'wanders', 'confronts', 'sitting', 'realizes', 'become', 'say', 'ask', 'recounts', 'won', 'appears', 'fades', 'notices', 'flees']	['begin', 'visited', 'seen']	['facade', 'face', 'response']			F	
3290	2028217	Piotrek				['husband']				
3291	2028217	Smithy				['husband', 'named', 'house']				
3292	4354571	Roy Waller	artist	['gives', 'has', 'prepares', 'sends', 'learns', 'recall', 'operates', 'forces', 'admits', 'drives', 'confronts', 'returns', 'decides', 'meet', 'agrees', 'awakens', 'suffers', 'collected', 'become', 'forgives']	['provides', 'find', 'take', 'informs', 'work', 'let', 'knocks', 'quizzes']	['behest', 'phobias', 'unconscious', 'house', 'discomfort']			M	
3293	4354571	Frank Mercer	artist	['pulled', 'reveals', 'suggests']		['beaten', 'disappointment', 'accomplice']			M	
3294	4354571	Angela		['returns', 'reveals', 'decides', 'depart', 'play', 'meet', 'is', 'shoots', 'saying', 'wander', 'quizzes', 'forces', 'arrives']	['arrested', 'confronts', 'stay', 'needs', 'forces', 'return']	['daughter']		14 - year - old	F	
3295	28030302	Jim Molner		['designed']	['forced', 'holding', 'go']	['wife']				
3296	5170742	Ranjana		['tries', 'loves']	['marries', 'lead', 'meets']				F	
3297	5170742	Satyapriya	Prince	['tries', 'takes', 'hesitates', 'happens']	['reminded', 'taken', 'rectify']	['foundation', 'employer']				
3298	19238600	Vera		['attempted', 'dies', 'tells', 'feels', 'finds']	['commit']	['test', 'wife', 'funeral']				
3299	19238600	Alex		['falls', 'concludes', 'goes', 'returns', 'makes', 'brings', 'rush', 'unsure']	['tells', 'awoken']	['home', 'nature', 'son', 'friend', 'house']				
3300	4091681	Voit Zerbe	developer	['leave', 'plays']		['yacht']				
3301	4091681	Linda White	housewife							
3302	31156682	Muniyandi		['wants']	['take']	['husband']				
3303	31156682	Anandakuttan		['finds']		['father', 'mother', 'marriage']				
3304	92566	Madge Owens		['packs', 'cry', 'tells', 'kisses', 'one', 'begins', 'marry', 'stumbles', 'show', 'gets', 'finds', 'think', 'threatens', 'follows']	['do', 'raise', 'reassures', 'call', 'named', 'passes', 'marry', 'tells']	['sister']				
3305	92566	Alan Benson	river operator	['reassures', 'wants', 'nudges', 'called', 'happy', 'show', 'stops']	['raise', 'marry', 'marry', 'see', 'dating', 'love']	['buddy', 'car', 'house']			M	
3306	11312191	Anton		['exposes', 'struggles', 'blocks', 'appears', 'falls']	['married']	['sleight']			M	
3307	11312191	Valentina		['enters', 'gives', 'turns', 'has', 'attempts', 'returns', 'married', 'stay']	['trade', 'freed', 'tells', 'run']	['first', 'desires', 'scuffle', 'daughter']		16	F	
3308	28226296	Rita Donahue		['stole', 'admits', 'tell', 'stolen', 'sets', 'faked', 'responds', 'finds', 'stepped']						
3309	28226296	Bob				['husband']				
3310	22661371	Lori		['tucking', 'cheating', 'go']	['suspecting']	['sweetheart']				
3311	22661371	Rick	golfer	['continue', 'proves', 'win', 'feels', 'tells', 'convinces', 'shifts', 'knocks', 'giving', 'says', 'tucking', 'hits']	['leaving', 'suspecting', 'golfed', 'tells', 'lead', 'marry']	['girlfriend', 'friends', 'hustler']				
3312	32600481	Leo Wayne								
3313	32600481	Margo Wayne								
3314	2159438	Matty Mereaux			['take']					
3315	2159438	Lenny		['arrives', 'kills', 'shoots']	['take']	['husband', 'drunken']				
3316	600216	Carol		['go']	['visit']	['sister', 'request']				
3317	19844332	Brandt Ruger	baron	['pays', 'collapses', 'sees', 'materializes']	['angers', 'dying']	['lack', 'crazed', 'men', 'ally']				
3318	5926353	Baron Max von Alvenstor	secretary	['identifies', 'rushes', 'insists', 'urges']						
3319	5926353	Moe Finkelstein	police officer	['discovers', 'begins', 'reveals']	['tells', 'question']					
3320	5926353	Sophie		['confesses']	['escape', 'urges']	['help', 'wife']				
3321	5926353	Karl Baumer	consul	['died']	['killed', 'kills', 'discovers', 'reveals']	['wife']				
3322	36324236	Ade		['decides', 'continues', 'accepts', 'banker', 'realise', 'avoids']	['mount', 'enjoy']	['mother', 'behaviour']				
3323	18952889	Emmeline		['first']	['recognize', 'picks']	['wife', 'one']				
3324	18952889	Melville Crump	dentist	['wrecks']					M	
3325	18952889	Otto Meyer		['experiences', 'steals']	['forced', 'prompting', 'get', 'race', 'stop', 'take']	['greedy']			M	
3326	18952889	Monica								
3327	4125457	Kajal		['offers', 'have', 'moulds', 'realises', 'sold', 'neglecting', 'marries', 'proceeds', 'feeds', 'shocks', 'getting', 'tries', 'meets', 'reprimand', 'poorer', 'seeks', 'donates']	['change', 'make', 'meeting', 'reminds', 'infuriates']	['greedy', 'mother']				
3328	4125457	Janhvi Raaj	Engineer	['decides', 'assume', 'leaving', 'married', 'live', 'told', 'accepts', 'tells', 'leave', 'feels', 'offers', 'get', 'have', 'find', 'turns', 'divorces']	['pushing', 'marry', 'get', 'throw', 'get', 'herself', 'divorce', 'share', 'slaps', 'attracted']	['boss', 'natured', 'humble', 'child', 'she', 'reluctant', 'Maa', 'Engineer', 'dad', 'honest']				
3329	30744493	Andy		['busy', 'walks', 'discovers', 'looks', 'crashes', 'strongly', 'tosses', 'jumps', 'falls', 'using']	['chases', 'despises', 'tells']	['apartment', 'boss']				
3330	30744493	Bradshaw		['fall']		['apartment']				
3331	11881116	Alison		['wife']	['forced', 'decide']					
3332	11881116	Steve				['husband', 'friends']				
3333	28273282	Vince		['tells', 'feels', 'has']		['husband']				
3334	28273282	Nev		['asks', 'discovers', 'wakes', 'suggests', 'spends', 'patron']		['documentary']				
3335	27797576	Kiki Herrera								
3336	27797576	José José	singer	['marries', 'began', 'started', 'leaves', 'signed']	['born']					
3337	16167538	Karthikeyan		['finds', 'runs', 'brings']	['congratulates']					
3338	16053851	Gerd von Kratzenow	Gen.							
3339	16053851	Rachel Cameron								
3340	23257913	Andrew Kissel	narrator	['starts', 'marries']	['embezzling']	['Castillo', 'murder']			M	
3341	23257913	Nancy	climber	['starts', 'kills', 'custody']	['sentenced', 'convicted', 'marrying']					
3342	23257913	Robert		['marrying', 'having', 'met']		['daughters', 'murder']				
3343	23257913	Haley	analyst	['returned', 'starts']	['work', 'marries']					
3344	28598939	Shane Cooper	police officer	['finds', 'saves', 'discovers', 'escapes', 'returns', 'arrives', 'uses', 'talks', 'draws']	['informs', 'tells', 'encounters', 'get']	['efforts', 'day']			M	
3345	22562616	Luis DeSanto		['gets']	['leads']					
3346	22562616	Angela			['kill']	['wife']				
3347	9344774	Oso	driver	['returns']	['wants', 'establish', 'collect', 'driver', 'sent', 'determined']					
3348	1730420	Amy		['leave', 'arrive', 'flee', 'accepts']	['release', 'take', 'frees']	['gagged', 'bound', 'leg', 'sign', 'wife']				
3349	1730420	Jeff Taylor		['loses', 'heads', 'goes', 'watches', 'takes', 'forces', 'flee', 'meets', 'stows', 'steals', 'finds', 'avoids', 'frees', 'stabs', 'enters', 'follows', 'uses', 'hails', 'discovers', 'abduct', 'awakens', 'has']	['discovered', 'instructed', 'knocked', 'tells', 'shoot', 'kill', 'seen', 'leave', 'Leaving']	['vehicle', 'ruse', 'shoots']				
3350	57820	Eddie				['husband']				
3351	57820	Rose		['agrees']	['carrying', 'replace']					
3352	57820	Jim Cunningham		['given']	['arrested']	['defense', 'house']			M	
3353	57820	Kitty Farmer	teacher	['testify']	['replace']				F	
3354	3135608	M. Valdemar		['begs', 'employs']		['body', 'wife', 'physician', 'Case']				
3355	3135608	Helene			['carried', 'force', 'rescued', 'marry']					
3356	33125941	Gillette				['role']				
3357	33125941	Vaasanthi				['woman']				
3358	33125941	Lakshmirajam Sadan								
3359	33125941	S. Balachandar								
3360	28698003	Li Xiaodan	assistant	['goes', 'spoiled', 'demanding', 'end', 'see']	['attracted', 'assigns', 'leave', 'care', 'telling']	['young', 'beautiful']				
3361	14145137	John Adams		['finds', 'sees', 'gain', 'ends', 'known', 'disowns', 'lost', 'alienates', 'man', '90', 'ill', 'ratify', 'live', 'presiding', 'travels', 'removed', 'die', 'leaves']	['received', 'portrays', 'taken', 'rebukes', 'informs', 'reconciled', 'obtain', 'notified', 'depicts', 'elected', 'chastens', 'depicted', 'see', 'attend', 'shown']	['flaw', 'years', 'appreciation', 'learning', 'approach', 'election', 'dismayed', 'neutrality', 'saying', 'lawyer', 'cousin', 'term']				
3362	14145137	Samuel Adams	lawyer					90		
3363	22516815	Beth Donovan		['part', 'returns', 'wife', 'breaks', 'overhears', 'escapes', 'warns', 'embraced', 'able', 'realizes']	['held', 'escape', 'warn', 'uses']	['identity']				
3364	18216602	Marta				['called', 'woman']				
3365	18216602	Iñaki				['life', 'husband']				
3366	15205682	John Davis	correspondent	['writes', 'takes']	['involved']					
3367	15205682	Nora		['expecting', 'adopt']						
3368	15084442	Rob		['tries']	['torn']	['husband']				
3369	15084442	Nicola		['knows', 'had', 'adamant', 'hopeful']	['convince']	['respite', 'challenging', 'mother']				
3370	23432334	Maggie Preston		['happy', 'becomes', 'asked', 'tries', 'decide', 'arrives', 'reassures']	['care', 'tell', 'tells']	['changes']				
3371	26162880	Revathi		['discovers', 'suffers']						
3372	26162880	Bala		['returns', 'arrives', 'owes', 'find']	['tells', 'stay']	['parents']				
3373	18002340	Easwarapilla		['leaves']		['husband']				
3374	18002340	Devaki		['gives', 'dies', 'wants']	['have']					
3375	26018309	Mike McComb	soldier lawyer	['stops', 'agrees', 'announces', 'convinces', 'wins', 'romanced', 'plans', 'meets', 'warns']	['file', 'cashiered', 'begs', 'open', 'reopen', 'forced', 'finance']	['attitude', 'Grant', 'City', 'behavior']			M	
3376	26018309	Stanley		['bought', 'have', 'go']	['assigns', 'killed', 'realize']	['husband']				
3377	6787832	Moe		['marries', 'lifts', 'meets', 'sets', 'tells', 'explains', 'yells', 'stands']		['story', 'relatives']				
3378	6787832	Sally		['run']	['reunited']	['named', 'parents', 'American']				
3379	28826121	George Mallory	mountaineer	['promised', 'risked', 'capable']	['seen', 'torn']	['story', 'body']			M	
3380	28826121	George Mallory	mountaineer	['promised', 'risked', 'capable']	['seen', 'torn']	['story', 'body']			M	
3381	28826121	Ruth				['wife', 'photograph']				
3382	594815	Warren		['responds']	['encounters', 'left']	['husband', 'behavior']				
3383	594815	Claire Spencer		['crawls', 'produces', 'invites', 'accuses', 'notices', 'morphs', 'encounters', 'urges', 'spends', 'swerves', 'becomes', 'begins', 'affected', 'asks', 'saw', 'returns', 'decides', 'goes', 'assume', 'uses']	['loved', 'find', 'inform', 'investigate', 'tells', 'seen', 'kill', 'involved']	['returns', 'leg', 'anxious', 'body', 'head', 'husband']			F	
3384	594815	Norman Spencer	scientist lecturer	['pushed', 'lecturer', 'confesses', 'grabs', 'leans', 'explains', 'chases', 'drowns', 'tells', 'jumps', 'sedates']	['push', 'floats', 'urges', 'caught', 'seduce', 'causing', 'give', 'contact']	['office', 'infidelity', 'affair', 'father', 'stunned', 'campus', 'study']			M	
3385	21241505	Jake		['assures', 'arrives', 'proposes', 'fails']	['appear']					
3386	33499642	Sidney Lasseter		['has', 'meets', 'surprised', 'responds', 'explains']	['murdered', 'shoots']	['temper', 'will', 'marks', 'murder', 'interviewing']				
3387	33499642	Martha	secretary		['meet']	['wife']				
3388	26146275	Drake	Captain soldier	['has']	['loves', 'keeps', 'see']	['soldier', 'body']				
3389	13232149	Janvi	psychiatrist	['gets', 'woman']		['company']				
3390	13232149	Adi Merchant	psychiatrist							
3391	98506	Elspeth		['return', 'leave', 'provide']	['find']	['wife', 'hysterical']				
3392	98506	Walt Whittaker	playwright	['leave', 'eager', 'provide', 'manages']	['re-captured', 'free', 'get', 'find']	['house', 'playwright']			M	
3393	26008898	Prateek		['return', 'insists']	['save', 'tells']	['party', 'enamoured', 'unable', 'son']			M	
3394	26008898	Sonia		['realises', 'return', 'tells']	['saves', 'sends']	['real', 'party', 'wife']				
3395	32621102	Joa		['unhappy', 'informs', 'yells', 'catches', 'chastises', 'kicks', 'run']		['wife']			F	
3396	32621102	Jonathan Fischer	writer	['gives', 'encourages', 'offers', 'masturbating', 'admits', 'drives', 'calls', 'writer']	['sequestered', 'informs', 'kicks', 'tells']	['disheartened', 'lack']				
3397	10198460	Nikhil		['bed', 'returned', 'singing', 'responds', 'breaks', 'poses', 'starts', 'says', 'points', 'did', 'tries', 'continues', 'react', 'silent', 'bathes', 'pokes', 'lying', 'loses', 'asks', 'elaborates', 'walks', 'puzzling', 'emerges', 'sitting', 'holds', 'surprised', 'dismisses', 'takes', 'proposes', 'incredulous', 'calls', 'laughs']	['asks', 'talk', 'telling', 'sing', 'taking', 'tells', 'justify', 'has', 'told']	['confusion', 'drunk', 'glass']			M	
3398	10198460	Radhika		['disgusted', 'wants', 'pours', 'asking', 'pregnant', 'replies', 'disregards', 'quick', 'adds', 'says', 'recalls', 'confused', 'share', 'confessed', 'making', 'thinks', 'tries', 'jump', 'ask', 'wife', 'follows', 'catches', 'starts', 'sitting', 'join', 'begins', 'plays', 'lying', 'retains', 'compares', 'asks', 'walks', 'clears', 'emerges', 'realizes', 'tells', 'property']	['wash', 'walked', 'loved', 'affect', 'married', 'hitting', 'weep', 'having', 'asks', 'come', 'eat', 'telling', 'marry', 'reach', 'has', 'asking', 'pulling', 'guess', 'meshed']	['next', 'mind', 'consternation', 'confession', 'interrogation']				
3399	28385931	Yeung Nai - mou	physician	['open']	['murder']	['wife']				
3400	3927116	Jean Morgan		['finds']	['brought']					
3401	3927116	Collins		['gets']	['shot']					
3402	7287091	Harry Kane		['panics', 'make', 'rehearse', 'working', 'wins', 'discovers', 'told', 'heartbroken', 'forgives', 'starts', 'murdered', 'sees', 'embark', 'rejects', 'appears', 'have', 'fails']	['recruit', 'accuses', 'force', 'open', 'learn', 'forced', 'decapitate']	['act', 'wife']			M	
3403	7287091	Carol		['forced', 'unfaithful']	['discovers', 'locked']	['wife', 'murdering']				
3404	35870724	Alex Cross	psychiatrist							
3405	35870724	Nana Mama								
3406	18702866	Cord Hardin				['ruthless', 'wife']			M	
3407	2654186	Melanie				['wife']			F	
3408	2654186	Robert Graysmith	cartoonist	['form', 'cartoonist', 'continues', 'tracks', 'loses']	['help']	['status']			M	
3409	2293612	Oliver Higgins	owner	['murderer', 'shows', 'acquaintance', 'admitted', 'terrified']	['left']	['wife', 'house']				
3410	2293612	Martha		['frightened', 'stands']		['wife', 'body', 'body']				
3411	25359124	Uzma		['need', 'visit']	['married']	['union']			F	
3412	25359124	Rashid			['married']	['son']				
3413	16722954	Michael E. Arth		['turns', 'proposes', 'transforms', 'buys', 'travel']		['life', 'urban']				
3414	16722954	Maya				['wife']				
3415	8294126	Mei	secretary	['flips', 'belittled', 'realizes', 'works', 'says']	['called']	['performance', 'boss', 'S$', 'daughter']				
3416	8294126	Siew Luan	housewife							
3417	8294126	Seng		['unsuccessful', 'buys', 'due', 'reveals', 'getting', 'returns', 'decides', 'goes']	['stay', 'leaves', 'learns', 'return', 'called']	['parents', 'son', 'sending']				
3418	14695159	"Pat "" Peters"		['has', 'loving', 'wants', 'available', 'stands', 'makes', 'informs', 'beginning', 'takes', 'comes']	['socialize', 'takes', 'fill']	['wife', 'salute']				
3419	14695159	Machoman Bob		['feels', 'apologizes', 'has', 'set', 'prepares', 'leaves', 'loses', 'finds', 'making', 'finding', 'pouring', 'decides', 'makes', 'winning', 'returns', 'takes', 'having', 'sets']	['prove', 'take', 'informed']	['needs', 'attitude', 'window', 'pants', 'birthday']				
3420	14695159	Patricia								
3421	78425	Zhuoyun		['it', 'league']		['Mistress']				
3422	15662820	Kameela				['wife']				
3423	15662820	Madhava Padayachi	farmer							
3424	15662820	Velayi		['strength']		['wife']			F	
3425	15662820	Hajabhai			['helped']	['home', 'friend']				
3426	308898	Wendy				['wife']			F	
3427	308898	Archie Leach	lawyer	['resolves', 'captured', 'joins', 'manages', 'picks', 'flubs', 'runs', 'calls', 'tells']	['distract', 'cut', 'kill', 'confronts', 'tells']	['car', 'antics', 'liaisons', 'wife']			M	
3428	4164806	Bhooma Reddy		['kidnaps', 'blackmails']	['kill']					
3429	4164806	Sandhya		['got']	['returned', 'marry']	['plan']				
3430	462749	Christopher Finzi	composer							
3431	462749	Hilary		['plays', 'marries']		['point']			F	
3432	12091375	Lydia				['wife']				
3433	12091375	Harvey Bellinger		['finds']						
3434	2566991	Amjad Ali Khan		['approve']		['death']			M	
3435	2566991	Mythili			['weds']					
3436	23581277	Seeta		['marries', 'makes', 'lives', 'falls']		['girl']				
3437	23581277	Madhava Rao								
3438	680006	Hathi	Colonel			['conversation', 'help']			M	
3439	680006	Winifred				['wife']			F	
3440	18618751	Vishva			['married']					
3441	18618751	Amudha				['trusting']				
3442	18618751	Ramakrishnan		['considers', 'has', 'manages', 'discovers', 'meets', 'determines']	['meet', 'convince']	['friend', 'wife']				
3443	74394	Jack Belicec		['people', 'drive']	['get']	['wife']			M	
3444	74394	Teddy		['drive']	['get']					
3445	32516138	Natalie		['says', 'clinic', 'escapes', 'blames', 'decides', 'tells']	['rescues', 'shocks', 'taken', 'gets', 'wants', 'tell', 'meet']	['beam']				
3446	32516138	Gus		['kills', 'tells', 'beat', 'has', 'hears', 'gets', 'go', 'turned', 'finds', 'give', 'sends', 'shows', 'turns', 'stays']	['rings', 'informed', 'meet', 'tell', 'tells', 'taken', 'set', 'tipped']	['men', 'husband']				
3447	910742	Jeannette		['death']		['wife']				
3448	910742	Warren Yeager	veterinarian	['becomes', 'delighted']	['have']	['attentions', 'veterinarian']				
3449	12224576	John Marsden		['becomes', 'decides', 'break']	['caught', 'wounded']	['profession', 'tactics']				
3450	5150901	Amy		['shocked', 'tries', 'distraught', 'invites', 'gets']	['organise']					
3451	10885307	Sergei Kowalski	soldier	['takes', 'suggests', 'free', 'gives', 'shoots', 'leaves', 'notices', 'finds', 'attends', 'escapes', 'arrives', 'makes', 'agrees', 'kills']	['hired', 'ambushed', 'help', 'teach', 'meet', 'hires', 'takes']	['price', 'help', 'mercenary']				
3452	10885307	Columba		['pretends', 'manages', 'sees', 'executes', 'frees']	['get', 'marries']	['named', 'help']				
3453	2182638	Nathalie		['house', 'bathroom', 'mentions', 'concludes', 'goes', 'unable', 'stores', 'discovers', 'manages', 'runs', 'get', 'admits', 'return', 'reveals', 'insists', 'realizes', 'spot', 'expresses']	['loving', 'surface', 'captured', 'confronted', 'keep', 'follows', 'take', 'thrown', 'rescued', 'free']	['medication', 'panic', 'her', 'dismay', 'reluctance', 'husband']			F	
3454	2182638	George	judge	['cut', 'stomps', 'mixed', 'returns', 'notices', 'believing', 'starts', 'corrects', 'finds', 'says', 'manages', 'spiked', 'drank', 'captured', 'falls', 'return', 'reveals', 'insists', 'put', 'explains', 'explain', 'disoriented', 'judge', 'goes', 'confronted', 'stomping', 'reveal', 'comes', 'shoots', 'drinking']	['killed', 'take', 'understand', 'have']	['supply', 'ability', 'location', 'husband']				
3455	19890229	Parker Gable	Senator	['something', 'womanizer']	['considers', 'choice']	['wife']				
3456	19890229	James Reynolds Pryce	candidate Governor manager politician	['owes', 'chosen', 'dislikes', 'has', 'politician', 'uncomfortable']		['manager', 'choices']				
3457	19890229	Lauren Hartman	manager						F	
3458	19890229	Jennifer		['fact']		['marrying', 'wife']				
3459	1046470	Danny Ocean		['discover', 'wins', 'steal', 'begin', 'reveals', 'return', 'met']	['admit', 'invites', 'plan']	['gang', 'team', 'wife']			M	
3460	1046470	Tess		['return']		['wife']				
3461	26652107	Rema				['wife']				
3462	26652107	Chandran		['lives', 'changing', 'has']		['family']				
3463	1025841	Augie Morosco		['returns']	['requested', 'provide']	['re-enactment']			M	
3464	1025841	Marilyn Schwary							F	
3465	1025841	Elena Morosco		['has']					F	
3466	1025841	Neil Schwary								
3467	29550893	Mariya		['shocked', 'falls']	['marry', 'see']					
3468	29550893	Vishal		['marry']		['brother']				
3469	22644279	Jan en Sien	prostitute	['starts', 'sings', 'entertains', 'keep', 'follow', 'follows', 'works']	['murdered']					
3470	22644279	Ko Breman				['father', 'father']				
3471	6910004	Mike Max	computer scientist producer	['meditates', 'escaped', 'gives']	['suspects', 'recognized', 'accused']				M	
3472	6910004	Page				['wife']				
3473	26067456	Kavya	violinist	['comes', 'It', 'violinist']	['comes']	['only', 'friend', 'wife']				
3474	26067456	Narain	writer violinist	['violinist', 'becomes', 'get', 'fall']	['know']	['writer', 'face']				
3475	27150879	Ananthan		['performs', 'saves', 'marries']		['mother']				
3476	27150879	Nandu		['married']		['mother']				
3477	27150879	Sirdevi			['married']					
3478	27150879	Radhika			['marries']				F	
3479	4409955	Abbas		['gets', 'send', 'change', 'follows', 'learn', 'manage']	['killed', 'caught', 'tortured']	['daughter', 'death', 'wife']			M	
3480	4409955	Adhi Narayanan		['manages', 'change', 'believes', 'tortures', 'kills', 'learn', 'approaches', 'acts', 'insists', 'killed', 'convinced', 'breaks', 'manage']	['show', 'tortures', 'killed', 'reveal', 'let', 'threatens', 'shoots', 'find', 'follows', 'enrages']	['mentor', 'family', 'house', 'surprises', 'pet']				
3481	4409955	Anand			['oust']	['named', 'officers']				
3482	4409955	Sumitra								
3483	4409955	Geetha				['wife']				
3484	5501952	Harvey Fairchild	architect	['makes', 'furious', 'snaps', 'threatens', 'building']	['takes', 'leaves', 'spoil']	['miserable', 'wife']				
3485	10299117	Lucille				['wife']				
3486	10299117	Billy				['wife']				
3487	2388346	Johnny Cobb	farmer sheriff	['has', 'decides']	['help']	['requests', 'outgunned', 'men', 'terrified']			M	
3488	2388346	Henrietta				['wife']				
3489	3673758	Ben Kimball	boss	['informs']		['wife', 'workers']				
3490	3673758	Verna			['sends']	['wife']				
3491	15433209	Teddy Mainwarring								
3492	15433209	Kitty				['wife']				
3493	6911871	Jen		['begin', 'become', 'convinces', 'engaged', 'stirs', 'finds']	['reminded', 'marries', 'impress']					
3494	6911871	Yu			['marries']	['his']				
3495	6911871	Justin		['able', 'convinces', 'vomits', 'falls', 'has', 'begin', 'realizes', 'recover', 'uses', 'sulking', 'coma', 'learns', 'making', 'marries', 'finds', 'flips', 'start', 'runs']	['despises', 'challenges', 'help', 'complete', 'challenging', 'confronted']	['depressed', 'shy', 'nervous', 'help']		12 - year - old		
3496	6911871	Aki	accountant	['lost', 'accountant', 'marries']					M	
3497	6839657	Chennai Bharath		['live']	['shift', 'falls']	['family']				
3498	6839657	Vaishnavi		['live', 'falls']	['threatens']	['black']				
3499	2886036	Ricky Bobby	driver	['ends', 'wins', 'refused', 'reconcile', 'regains', 'soars', 'used', 'end', 'accuses', 'pushes', 'manages', 'commits', 'runs', 'meeting', 'replaces', 'heeding', 'old', 'realizes', 'arranges', 'meets', 'persists', 'returns', 'leave', 'takes']	['challenged', 'leaves', 'get', 'take', 'teach', 'reduced', 'convinces', 'outperforms', 'have', 'told', 'start', 'return', 'allows', 'drive', 'make', 'pass', 'invites', 'allow', 'forced', 'slingshot']	['school', 'car', 'tests', 'life']			M	
3500	2886036	Ricky Bobby	driver	['ends', 'wins', 'refused', 'reconcile', 'regains', 'soars', 'used', 'end', 'accuses', 'pushes', 'manages', 'commits', 'runs', 'meeting', 'replaces', 'heeding', 'old', 'realizes', 'arranges', 'meets', 'persists', 'returns', 'leave', 'takes']	['challenged', 'leaves', 'get', 'take', 'teach', 'reduced', 'convinces', 'outperforms', 'have', 'told', 'start', 'return', 'allows', 'drive', 'make', 'pass', 'invites', 'allow', 'forced', 'slingshot']	['school', 'car', 'tests', 'life']			M	
3501	2886036	Ricky Bobby	driver	['ends', 'wins', 'refused', 'reconcile', 'regains', 'soars', 'used', 'end', 'accuses', 'pushes', 'manages', 'commits', 'runs', 'meeting', 'replaces', 'heeding', 'old', 'realizes', 'arranges', 'meets', 'persists', 'returns', 'leave', 'takes']	['challenged', 'leaves', 'get', 'take', 'teach', 'reduced', 'convinces', 'outperforms', 'have', 'told', 'start', 'return', 'allows', 'drive', 'make', 'pass', 'invites', 'allow', 'forced', 'slingshot']	['school', 'car', 'tests', 'life']			M	
3502	706713	Sundaramba				['wife']			F	
3503	706713	Vishwanathan	intern	['leaves', 'married', 'goes', 'fallen', 'visits']		['intern', 'nature']				
3504	706713	Pechiappan		['arrives', 'attempts']		['brother', 'wife']				
3505	706713	Geetha								
3506	27856647	Pavithran	goldsmith	['comes', 'takes', 'marries', 'humiliated', 'says', 'consults', 'decides']	['tricking', 'irritates', 'finds', 'take']					
3507	27856647	Snehalatha	astrologer	['denying', 'true', 'asks', 'pregnant', 'refuses']	['ask', 'marry', 'marries', 'give']	['daughter', 'astrologer', 'affair']				
