	movie_id	character	title	agent_verbs	patient_verbs	attributes	religion	age	Gender
462	22569652	Sethi		['feel', 'widow', 'vows', 'kill', 'interests', 'finds']	['get']				
463	29081296	Molly Kelly							
464	29081296	Andy Charles , Jr.		['attempts']		['father']			
465	23954729	Jake	attorney	['not', 'married', 'dancing', 'becomes', 'talk', 'given', 'scheduled', 'attend', 'taking', 'naked', 'cheating', 'know', 'separate', 'collapses']		['attorney', 'distress']			M
466	23954729	Agness		['has', 'becomes', 'observes', 'separate']	['married']	['younger', 'much']			F
467	27425045	Sivadas							
468	27425045	Radhika		['dies']	['married']	['fiancee', 'sister']			
469	30689928	Ramvilas Sharma							M
470	30689928	Nimmi				['wife']			F
471	1367501	Mike Downey							
472	1367501	Tony	boss	['harassed', 'dispatched']		['wife']			
473	1367501	Angela de Marco		['wants', 'wife']	['escape', 'harassed', 'confronts']	['attempts', 'movements', 'de']			F
474	1367501	Ed Benitez							
475	17867578	Eashwar		['tells', 'arrives', 'offers', 'bought', 'keeps', 'visited', 'requested', 'chasing', 'wants']	['stay', 'dispose', 'allows', 'help']	['wife', 'disturbed', 'mentioning', 'man']			
476	18788912	Randy James		['questions']	['meets', 'marry']				
477	18788912	Melodie	dog walker photographer	['develops', 'meets', 'adopted', 'marry', 'had', 'tells', 'shed', 'gets', 'finds', 'lying']	['end', 'finds', 'kidnapped', 'convince']	['old', 'home', 'marriage']			
478	31632887	Wall Streeter							
479	31632887	Steve Giardino							M
480	31632887	Jackie							
481	29437259	Cleavon		['trying', 'single', 'attempts', 'reveal', 'discovers', 'notices']	['find', 'ask']	['nervous', 'awkward']			
482	29437259	Phil		['trying']	['balance', 'married']	['friends']			M
483	29437259	Victoria		['talk', 'wants']	['start', 'married']	['friends']			F
484	29437259	Zenobia		['trying', 'talk', 'single']	['tells', 'find']	['party', 'friends']			F
485	12834270	Roger Henderson							
486	12834270	Jessica Poole		['marry', 'seen']	['won', 'invites', 'come']				
487	12834270	Pogo		['boarding', 'went', 'arrives', 'won', 'reserved', 'irresponsible']	['marry', 'travel']	['maneuvers']			
488	1908729	Ike		['living', 'writes', 'runs', 'agree', 'catch']	['leaves', 'marrying', 'asks', 'marry', 'stand']	['realizations', 'apartment']			
489	1908729	Maggie Carpenter		['gets', 'leaves', 'explains', 'left', 'agree']	['marry', 'treats', 'drove', 'face', 'set', 'forcing', 'married', 'walk']	['nervous', 'exes']			F
490	31083557	Charlie		['is', 'complains', 'asks', 'yells', 'waiting', 'drunk', 'left', 'takes', 'surprised', 'upset']	['kicks', 'find', 'consulting', 'telling', 'enlists', 'hear', 'accuses', 'neglected', 'upset', 'supporting', 'take']	['marriage', 'chagrin', 'office', 'falling']		22 years old	M
491	2748481	Jeff		['acknowledges', 'enters', 'throwing']	['love', 'tells', 'accept', 'tell', 'encourages']	['man', 'father', 'proposal']			
492	2748481	Barbara Latimer	secretary maid	['encourages', 'fallen', 'posing']	['loved', 'dance', 'gets', 'brings']				
493	15907225	Louise	attorney	['discovers', 'walks', 'looks', 'returns', 'sold']		['attorney']			F
494	15907225	Ian		['realizes', 'moving', 'show', 'looks', 'yells', 'chooses', 'sold', 'gets']	['stay', 'go']	['husband']			M
495	3151934	Steven				['husband']			
496	3151934	Kay Hilliard	singer	['last', 'travels', 'finds']	['find']				
497	1367110	Mike		['wants', 'fix']	['call']	['brother', 'parents', 'wedding']			
498	1367110	Johnny		['interested']		['husband']			
499	1367110	Susan		['went', 'fix']		['father', 'parents', 'sister', 'wedding']			
500	25954897	Madan	actor entrepreneur	['things', 'announces', 'suspicious', 'refuses', 'suspects', 'advised']	['tells', 'pay']	['worse', 'her', 'entrepreneur', 'suspicions']			
501	25954897	Mallika				['wife']			
502	1511944	Sophie		['declares', 'meet', 'sends', 'cast', 'married', 'reunite', 'demands', 'interrupts', 'decide']	['forgotten', 'cheer', 'tells']	['girl']			
503	23654077	Pothuval		['makes', 'started', 'knows']	['hit']				M
504	22824908	Troy		['arrives', 'job', 'apologizes']	['have', 'invites']	['angers', 'husband', 'relationship', 'men']			M
505	2032436	Glenda	lawyer	['runs', 'manages', 'comes', 'becomes', 'end', 'have', 'deal', 'decide', 'go']	['take', 'keep']	['judge', 'wife', 'dogs', 'maid', 'cars']			
506	2217354	Renee			['confronts', 'calls']	['family', 'wife']			
507	27944820	Madhvi				['wife']			
508	22154516	Munch Garnett		['suffered', 'participant']		['performance']			F
509	22154516	Lowell		['disturbed']		['husband']			M
510	113464	Elliot		['disavows', 'attributes']		['inability', 'husband', 'classes', 'marriage']			M
511	1468099	Joe trail Gordon		['agrees', 'serve', 'takes', 'evades', 'hires', 'budding', 'tells', 'failing', 'serves', 'accepting', 'refers', 'contemplates', 'expecting']	['serve', 'mugged', 'tells', 'knocked', 'lose', 'kicks']	['mistress', 'bodyguard', 'husband', 'vineyard', 'bottle', 'location']			
512	1091346	Lonette		['move', 'got', 'waitressing']		['wife', 'ex-girlfriend']			F
513	3531556	Linda		['requests', 'ignoring', 'ignores', 'meets', 'hears', 'planned', 'sick', 'get', 'discovers', 'refuses', 'asking', 'calls']	['permit', 'take', 'loves', 'tells', 'listen', 'accompany', 'skate']	['wife']			F
514	3790446	Carmine		['exhausted']	['advises']	['husband']			
515	23239530	Danielle Cormack							
516	23239530	Katrien		['comes', 'escapes', 'hears']		['husband', 'wife']			
517	22762373	Vinu Chakravarthi							
518	3077087	Walter				['husband']			
519	3654363	Alfred de Carter	conductor	['tries', 'conductor', 'livid', 'attempts', 'begs']	['stage', 'destroy']	['instruction', 'Suicide', 'secretary']			
520	3654363	Wagner							
521	3654363	Francesca							
522	13345732	Phillip		['play', 'sneaking', 'came', 'arrive', 'shows']		['husband']			
523	2492165	Jeff Daly		['points', 'leaves', 'returned', 'caught']	['find', 'marry', 'win']	['wedding']			M
524	3990824	Susan Applegate		['leaves', 'calls', 'becomes', 'confesses', 'help', 'continues', 'returns', 'rushes']	['recognizes', 'fantasize']	['disguise']			F
525	10376736	Cornelia		['allows']		['wife']			
526	2258378	Cinzia Zaccardi		['unable', 'returns', 'transforms']	['marry', 'embarrass', 'join', 'cook']	['arrangement', 'relationship', 'inviting']			F
527	3822528	Trifena				['gaze', 'wife']			F
528	11639895	Miri Linky		['insists', 'changed', 'attempts', 'corrects', 'realized', 'reciprocate', 'home', 'shows', 'mind', 'married', 'filmed']	['affect', 'asks', 'convinces', 'seduce', 'loves']	['apartment', 'dismay', 'company']			
529	1001692	Lady Claire							
530	11604278	Sherry		['sees', 'married', 'continues']	['sees', 'pursue']	['flames']			
531	14877669	Baroness Cecilia Duarte		['tries', 'flirting', 'scared']	['tells', 'informed', 'play', 'meets']				
532	1888433	William Jessup		['plans', 'obsesses', 'regrets']	['show', 'use']	['relieved']			
533	1326091	Arbaaz Khan							
534	17101981	Margaret Tate	executive editor editor	['asks', 'agrees', 'notices', 'make', 'left', 'opens', 'falls', 'meets', 'publish', 'confesses', 'learns', 'realizes', 'returns', 'leaving']	['deported', 'pack', 'find', 'loves', 'tells', 'take']	['deportation', 'home']			F
535	14538051	Megha		['slips', 'gets', 'finds', 'hold', 'leaves', 'reveals', 'recover', 'married', 'tries', 'tells', 'goes', 'assistant', 'learns', 'runs', 'returns']	['reconciled', 'quit', 'takes', 'reach', 'look', 'confront', 'asks']	['family']			F
536	3459677	Diya	actress			['husband']			F
537	180912	Agnes		['seeks']		['wife']			
538	1203340	Alexis		['girlfriend', 'pretends']		['nemesis', 'jealous', 'wife']			
539	290633	Sidney				['husband']			
540	1923292	Jane		['confronted', 'slaps', 'leaves', 'lost']		['wife']			
541	240363	Jessica	singer	['turns']		['wife']			
542	17908468	Debbie				['wife']			F
543	1385251	Kathleen				['wife']			
544	1512171	Debrah		['rejoins', 'reconciles']		['wife']			F
545	23091532	Steve				['husband']			
546	14644512	Judy		['puts', 'dance', 'talk', 'marring', 'sees', 'knowing', 'left']	['buy']	['malfunctions', 'wife']			
547	16355046	Sakthi	jockey	['claimed', 'returns', 'live', 'leaves', 'sees', 'asks', 'married', 'develops', 'faints']	['revealed', 'call', 'pregnant', 'work']	['brother', 'father', 'friend', 'assistant', 'house']			
548	25737142	Henry		['goes', 'tossed', 'crashes', 'reveals']	['shoots']	['co-worker', 'friend', 'wife']			M
549	24672079	Clare				['wife']			
550	10436186	Daeng		['drives', 'had', 'dead']		['wife', 'relationship']			F
551	16953192	Vikram Sinha	Pilot Captain						
552	16953192	Farha		['goes']		['father', 'idol']			
553	3226241	Sherise		['plans', 'says', 'come', 'tells']	['engaged', 'marry', 'drive', 'seduce', 'trick']				
554	3226241	Darrell	disc jockey DJ	['go', 'sees', 'saves', 'spa', 'enjoy', 'get', 'falling', 'tries']	['introducing', 'seduce', 'throw', 'asked', 'DJ', 'stop']	['apartment', 'friends', 'daughter', 'jockey']			
555	3226241	Chad			['marry', 'marrying']				
556	12666854	Domina				['wife']			
557	1659186	Kathryn		['moved']		['old', 'his']			
558	2638362	Mr Weston				['son', 'husband']			
559	13514560	Bobby	assistant manager	['hired']		['wife']			M
560	27341604	Hank		['has', 'compartmentalized']	['marry']			39 - year - old	
561	12896610	Hilary Weiss			['shown']	['plot']			
562	2918524	Connie		['control', 'breaks']		['wife']			
563	2957178	Martin				['husband']			M
564	13904106	Aspalela		['married']	['marry']	['sweetheart', 'hand', 'father', 'parents']			
565	18799982	Renata		['married', 'skate', 'grateful', 'mourns', 'leaves']	['leaves']	['family', 'watching', 'daughter']			
566	22569652	Roopi		['catches', 'find']		['daughter', 'helping']			F
567	1367501	Connie				['wife']			
568	17867578	Gheetha				['wife']			F
569	31083557	Kasia				['parents', 'wife']			F
570	1367110	Joan			['get', 'persuade']	['wife']			
571	25954897	Urvashi				['wife']			
